-0.098017,0.90848
0.018714,0.94418
-0.073068,0.77376
0.40438,0.41192
0.52973,-0.092895
0.52226,-0.089975
0.467,-0.086482
0.42236,-0.089028
-0.24503,-0.008056
-0.22673,-0.079759
-0.1251,-0.27169
0.062147,-0.6407
-0.10097,-0.93404
-0.48216,-0.78104
-0.59122,-0.70721
-0.76618,-0.43542
-0.64438,-0.42519
0.040852,0.17851
0.07783,-0.659
-0.045677,-0.93042
-0.42232,-0.80111
-0.61047,-0.7379
-0.74146,-0.45803
-0.69355,-0.42255
0.030224,0.17358
0.10456,-0.5687
0.025337,-0.84923
-0.24952,-0.86831
-0.69198,-0.75671
-0.66691,-0.67919
-0.57797,-0.42746
-0.43219,0.075106
-0.80934,0.11243
-0.61314,0.25459
-0.58944,0.097517
-0.48729,-0.068572
-0.32563,-0.17411
-0.21807,-0.28559
-0.076084,-0.44704
0.052743,-0.68561
-0.089827,-0.91098
-0.35897,-0.7336
-0.37799,-0.73205
0.10791,-0.075064
-0.86851,0.090903
-0.95164,0.2081
-0.90807,0.18945
-0.52757,0.21546
-0.49806,0.24751
0.46107,-0.030617
0.58759,-0.058754
0.77305,0.067738
0.71286,0.39902
-0.24151,0.80665
0.018783,0.99155
-0.14505,0.87361
0.21934,0.70571
0.40473,0.48008
0.69106,-0.055612
0.76021,0.23602
0.62889,0.51737
-0.033766,0.98313
-0.023945,0.94359
-0.21017,0.86041
0.35028,0.5958
0.57338,0.092589
0.76641,0.073026
0.71723,0.3897
-0.24202,0.79707
0.025833,0.98187
-0.17068,0.86619
0.25233,0.69293
0.40771,0.46863
0.67623,-0.073114
0.75303,0.19365
0.64309,0.47443
0.03172,0.847
-0.056244,0.83201
-0.099604,0.77761
0.36186,0.49614
0.51182,-0.20736
0.49799,-0.29221
0.50391,-0.42713
0.28029,0.12905
-0.031879,0.40604
-0.14935,0.40197
0.0051777,0.18398
0.16661,-0.56456
-0.088877,-0.93472
-0.44553,-0.80624
-0.59965,-0.70816
-0.76621,-0.43612
-0.65189,-0.42426
0.037379,0.17842
0.078732,-0.65908
-0.055609,-0.93282
-0.43156,-0.79972
-0.60261,-0.72521
-0.74754,-0.45171
-0.70018,-0.42163
0.023487,0.18114
0.11266,-0.56668
-0.0063666,-0.90504
-0.30682,-0.84375
-0.64379,-0.81191
-0.61131,-0.56014
-0.82282,-0.39174
-0.0062991,0.17774
0.17137,-0.56294
0.03009,-0.83314
-0.24137,-0.88889
-0.70547,-0.79042
-0.59752,-0.65863
-0.68237,-0.42287
0.080313,-0.045706
-0.22815,-0.24149
-0.34415,-0.19734
-0.22683,-0.2584
-0.1229,-0.36188
-0.022169,-0.47457
0.01897,-0.55075
0.045806,-0.51892
-0.062808,-0.41198
-0.29663,-0.21482
-0.88991,0.068774
-0.84646,0.14234
-0.62366,0.2888
-0.60373,0.13571
-0.48237,0.0075919
-0.35724,-0.035231
-0.28573,-0.056346
0.2967,-0.26216
0.38534,-0.37535
0.43513,-0.55512
0.23858,0.11409
-0.045928,0.42431
-0.016136,0.60516
0.38418,0.39964
0.51033,-0.14471
0.62772,-0.056588
0.73405,0.15104
0.643,0.44783
0.089602,0.73119
-0.062904,0.84522
-0.22927,0.88255
0.3532,0.57301
0.63545,-0.085216
0.73252,0.12474
0.66914,0.41719
0.088735,0.72767
-0.036789,0.82725
-0.24394,0.87647
0.35036,0.56467
0.5361,0.10331
0.61016,-0.20197
0.53679,-0.3747
0.13622,0.40104
0.02824,0.62658
-0.021154,0.62977
0.21994,0.3861
0.48666,0.20065
0.39595,-0.35544
0.42247,-0.51419
0.26421,0.11748
-0.041388,0.40404
-0.11675,0.44959
0.17831,0.31314
0.18538,0.23027
0.29406,-0.3336
0.35911,-0.47793
0.43652,-0.63991
0.015043,0.36308
-0.07318,0.4261
0.24327,0.40718
0.51344,0.15015
0.53403,-0.014366
0.60944,-0.0055884
0.76118,0.21427
0.63177,0.50453
0.036522,0.89825
-0.08456,0.86906
-0.19752,0.84499
0.38526,0.51709
0.64763,-0.094489
0.72997,0.075563
0.70354,0.30397
0.59871,0.51007
0.054603,0.67898
0.23695,0.4381
0.44182,0.30068
0.32467,-0.41957
0.022858,-0.90935
-0.27126,-0.89473
-0.6833,-0.82396
-0.63488,-0.58473
-0.61184,-0.40934
0.070094,-0.067381
-0.31316,-0.19459
-0.33696,-0.2045
-0.20056,-0.25222
-0.124,-0.31432
-0.033497,-0.38058
-0.029257,-0.38109
-0.038963,-0.36785
-0.20039,-0.27816
